Word,Definition,Image_Search,Image_Link,Sketch_Link
MNEMONIC,memory aid,memory aid,https://pixabay.com/get/g5f370b1679aa874de6cac56461f5639fac31a891a6ac91a3c0ac10a78ce16c67dbc782304878cbe8e158f0bce5d536b601938f11c23851a43a1ed5032c069c8a_1280.jpg,https://pixabay.com/get/g788618223b01734f5fdedd6a19fc8ddab133c14d1c41bf88723cb7f1b87ad4298a84196fa8df5db4ef596b4a0aac88948e5d5eb5a76596d54ccf8d2c6fd993c4_1280.png
MODICUM,small amount,small little tiny amount,https://pixabay.com/get/gbfd01fb0b7cc264c7fcdf1d02524d6e8aa946d181ac6645bcfbc1d865bc21504fea5218a6cfad2eff841797674974a40a017a5c1e4b240f29b002dd449a74124_1280.jpg,https://pixabay.com/get/g04662b3644d9700f42d2f664aad8180779b34f729fceb5321a6d3322151ac6554dacb9ba0322f8387e9ac80d5607cd342e332e9dc6601716afa150a62b730381_1280.png
MOLLIFY,to soothe,soothe,https://images.pexels.com/photos/3727117/pexels-photo-3727117.jpeg,https://pixabay.com/get/ga0f2d97c99c949564fba39fa10d6660fa4ffb20761d427c42c1dcf3c83c1e4a7a1b5a4219f05ee886d2cbb4a2cabe7ccf27b451524dbe16f07bdd14df9ad28b0_1280.png
MONOLITHIC,massive,massive,https://pixabay.com/get/g6231175d0bfb19744bee49702e58bfcddb451330972c1e208736c77ff79c74b370bfb70f44dbad2fd2ee688526f914c7666465f3ce934df6855f4e182be216db_1280.jpg,https://pixabay.com/get/gf4d975af107ff650533f38d91bb61290051c31a9ed57cab3a384375cacca7e9f77f37bfe1bc22033571b20cfab2ac90a5bcb27a72e8a9ceaacf74f7785918a4d_1280.png
MOROSE,gloomy,gloomy sad depressed,https://pixabay.com/get/g9dd6a22ef437661bfdb4448a5575a232544ac4c5f2f2b41e36795075fdb49e7df93af8371ed9d0a4f33286901f68aff10f448783a14ecf6b2592bdf0d971e637_1280.jpg,https://pixabay.com/get/g5b6603d0708336972d6d9f89189be4275f35cfb7285d381d91578b768e482e6d850cb5017d08b5d5bc4ee6638313d86b0716cad80fb907193bf7a7e5b5f876b8_1280.png
MOTLEY,varied,varied,https://pixabay.com/get/ge488c0a8d9488b9d2cf0e4f3ead963f5155439ea3c62de972b0a61568dd64e3a6fb5bc2c4aad139cf2be1b85ef8b72e151d0466b886f60c9b2e3b0aa6e881b45_1280.jpg,https://pixabay.com/get/gc289c19987400b3913c2e4ee74343b7784c387b214b085ee8510d4ed8ef76002acff9902529acf14790cdcc83efce9d86408048615fe87e327a203e968200dac_1280.png
MULTIFARIOUS,diverse,diverse,https://images.pexels.com/photos/8832726/pexels-photo-8832726.jpeg,https://pixabay.com/get/g918a28fa3346a5f1091172a39b567610311b682db4ea9e474ae87bf152d6f87277671b2462c25cfcf7bfd54ba95f7ca71731062d5c9b507d38a5ad63eb565c7d_1280.png
MUNDANE,ordinary,boring ordinary everyday,https://pixabay.com/get/ge2ff650c05a2cbe80514e64d088cbfd2aca1ecd4b00203f32b77c27b17dc2f9128fe54f2316527d86838586188d6e0bf014edd234800fa73bdc5219b75f77638_1280.jpg,https://pixabay.com/get/ga88d2b9f297e4ae246450a9ef5b84efa20623dcdc9f71b2f58d643dbac1169a6a12ca6293e1f1e40869eba7ac4378f2332342f059fe231c6c5cfcafaa490096b_1280.png
NECROMANCY,black magic,black magic,https://images.pexels.com/photos/18569531/pexels-photo-18569531.jpeg,https://pixabay.com/get/g5ff91d9a6791be969d6699864cb83a957bfb0ecf4d57d9abbbd3bf2543ef9bdfd7283de1a525b1f72f233e1114201647d1a07a8440eca6f40a58314ecce50943_1280.png
NEGATE,to cancel,cancel,https://pixabay.com/get/gaad6e8b13932a6a28745209121f6eadb3206b3ef95f7a8b3ca8a7b02549c37255cf4ffca24eccf90d3f01173bc2a1ca8cf01204c4be5c4ffbe0b2dea6e346e94_1280.jpg,https://pixabay.com/get/gd303053b32e9102ae3e01e796f85e1ebf805358f7cc5160f0a304fdbb80d359436a668d66b26f7d1bf1d5278369fd722_1280.png
NEOLOGISM,new word,new word,https://pixabay.com/get/gd4f33dd02e42f13a0b2e73347f6034bfc8424ba1d67d4c61714b0287a7b23802a309fd77ccc7878c0ade8239c14c738a243c32305f9ea2a9e86946b637b74d37_1280.jpg,https://pixabay.com/get/g4e3f1b29ce994622b122d595689053f368a2b43de65c5428390bf1b538c2ccf2daf6d49450e0248ae439e473151a6f368bafe1186aa354ba53bd9477a4398e09_1280.png
NEOPHYTE,beginner,beginner,https://pixabay.com/get/g517d78342e1ae4428b6db9fc2fd101d1d8c5ebca882f66f9b51ef59a032c704ac212d033f81c8e652a273155ba4fed48800693ae35ad9fc0d33410a41fc59425_1280.jpg,https://pixabay.com/get/gbaf61fd6d901676bfef68c39c6b9e149d7eaf72e7486ec5bb41bda40e0c0ce115ca0c756fec14acd9c0bff7312836b02d8939ec5842cd50453f36241477579d9_1280.png
NEXUS,connection,connection,https://pixabay.com/get/gbb0dc6cfd98c7f149e26b775ce429e87a97f9a051a9507285fca1ef82a5c15f130612ddd2f51c3dbbe572ae5e7d88cec9acfed9a90b0421f6eb888fc997e4d3f_1280.jpg,https://pixabay.com/get/g7065d8ac4cc631c9a6adff10aad9a687e5a5340cabdac9a9052f07f36f8ca89cb9ae212e8c4aeb043ce8872bf7dee1115e60fcd31bf4f6ab2f6f65738c813d35_1280.png
NONPLUSSED,perplexed,perplexed,https://images.pexels.com/photos/3823495/pexels-photo-3823495.jpeg,https://pixabay.com/get/g2346b896831288df1d4fabfe366779634e6352051bd36aa89a593cd81d4943ae16a42884e45a67a7293296393842fbab407319f7f0d388f2b3f8a4c3e3f077bc_1280.png
NOSTALGIA,longing for past,longing past,https://pixabay.com/get/g2efcb3c17985b7da950e15dc134bb7879cd31985ed77ee17da077c6adbd37d081a8b8a3b00d4386bbecdbe6e39ea52f073664b2907379fa74988f4541e035e6f_1280.jpg,https://pixabay.com/get/g54777ed41c418631a2b133c9a2c1e53d88381b2c08325725da60682e7ec5843dd01daaa12e5e068e8a29b27bb7cdd535748881193760785ddaae73c366da212d_1280.png
NOSTRUM,quack remedy,quack remedy,https://pixabay.com/get/g13a2ed22e4332a6fff4d98be1f640167497b4c27fcd165530cc534641bce3cce8e8116b15fb488ae637b92e2bd7fd482c3c84e12852d6df2651494c27109c3ee_1280.jpg,https://pixabay.com/get/gc59d46d2b552f453b9a3b3105c0bff4ae52147c8bb632d8f3a4c34c6bc31ca2d7887a1973cdd43c20df82eda7bd33d2558d37e7330401bcd9468233ef791258c_1280.png
NUGATORY,worthless,worthless,https://pixabay.com/get/g0e95b7d555871c5752fd9b918b1eabc5dabc649b01899050616b6d03470fa673a662f034201d3ffb4369e279b7c7e1d8c25dd8c5a55f4e4138d15f818e798082_1280.jpg,https://pixabay.com/get/g306ff4133fa4f5757f8dabe59abd3950c794931ce0847cf7455e6829da169c42d581064b19fe17bc1a06ebca8c16771dbd9404adb9b42fc1ac608f0f7652b0ab_1280.jpg
OBDURATE,stubborn,obdurate,https://images.pexels.com/photos/7707216/pexels-photo-7707216.jpeg,https://pixabay.com/get/g30bf986807c2d1c01d69999750bad87122cb63de6d543fd088584e79d83937556f2b345b7c4876e0a28e334496cf2d2630c8462c29eab83ad13125b02900cc62_1280.png
OBSEQUIOUS,fawning,fawning bootlicking servant,https://pixabay.com/get/g27142b901af90da131e660f21f2834b52d06db7811b507f13a900363d3f85378880961836b384bc97ee9d054fcad5a0c06c09a8c06965a1078b190e37d2546e2_1280.jpg,https://pixabay.com/get/g4ce963bd5bb3c61712db498661785a86da6220616b7ce4ec1ebed82ea4a21bdbee7a7de40fe34104cda1b195572c435dee09f77f06d40fe3e74ba75807f0f709_1280.png
OBSEQUY,funeral rite,funeral rite,https://pixabay.com/get/g58932345b2186b41f97b68c0877054379f128df4bd13af7a3a170b7e9be0758224102d2f05c0e827958ddbc858d0235baa517b48a6953b5a86e1218ee016fd17_1280.jpg,https://pixabay.com/get/g7f43e49e1999f3774be848d6fa521ec924209144211359a1543685391e117e0403af2d0bb5b0f3fbd94d208bb4ad428c392f19587efa872b4d8100798872c8f8_1280.png
OBVIATE,to prevent,prevent avoid eliminate,https://pixabay.com/get/g55b889c89dc76abc0049bbcb448fdbe1536b4d50d9b46edd227aa00bee7163c07ffa587bdf1d485715e6dc6a228af70219fd403ceb05ff27a1dbee4e70c251ff_1280.jpg,https://pixabay.com/get/gd3b766038201d9912b00b68d3e22374694854b50db0d43c8a10828ea361fd788c756931cceb4aa7b53bfe5dadf59c86c797d51cd36d82901cab54439f194e6e7_1280.png
OCCLUDE,to block,block,https://pixabay.com/get/gb8572fd9e2bbbcb0eff45b8d77f7a93518c0b7560242d0b815776c4367131cbd58406165810024a2e9752c505ce2748bb6152c1d0a1ea80b5fdc07167cd74161_1280.jpg,https://pixabay.com/get/gecb8e88e00ecae0658f233c783cd7cbccefe1292e074df9ce601073864cfff77c9e748c7ee92651b6f8b35d7589d3f17_1280.png
OCCULT,supernatural,occult,https://images.pexels.com/photos/30828555/pexels-photo-30828555.jpeg,https://pixabay.com/get/g6b31a158c9f8b96a0b5b7f9dec494524b6291ff494f0ef7fcddb144c982df8786f4eacf07943ed8efe0792103b63b73885e5c1f437786d479e1b6fdcc7982897_1280.png
ODYSSEY,long journey,long journey,https://pixabay.com/get/g38dbdbdb9b5608ad16e832a0f091e4810fdd41ab1c035a90c457c3368782a666586ecca1afe078973dc7996f076f7bdf36823b364e6cbf93d46f9f9ea58714a7_1280.jpg,https://pixabay.com/get/g5ddc2de65bb209270679018ce0ccde5869dbdb86c5270b36d6572b38f8cbe3c246feb9d255da57e6e470821b24750cb1c15bfeb88d7bd0cadb4d8005ca9f08d3_1280.png
OFFICIOUS,meddlesome,meddlesome intrusive bossy,https://pixabay.com/get/gfae94eb201d98c8ffbad5aa90c83176adc9882d7a571a34f9abb69e36801c7e2d2a85803e36dfec3cf7cb55cbcf221f0ce4052689d9b6c1bf55b44ed2aae3e4a_1280.jpg,https://pixabay.com/get/g677b90259964961e819467d1d8c0cecdc00d1bd68dfbf17e91a34a57b4cbff65dd162cb79d6bf3c8466f598a7ad024e4968daf1d2df7e13118065575d3d02142_1280.png
OLFACTORY,relating to smell,relating to smell,https://pixabay.com/get/g0f8e91b77c30501e315889ed763139df6647c94e03dd86f23bb447ee20b7263651a8cf0d2d1d8c6ba0746821d3311e4c12333aeff33fd89bce9577aba3b45109_1280.jpg,https://pixabay.com/get/gf55f959395c81aa35cdd06323b7d07c10a950b5d5277d073679acb24ff16972b37660408ece866c9c582074eaef99e81043a7cc323dabd5ff7c205dd7a842b6c_1280.png
OLIGARCHY,rule by few,rule few,https://pixabay.com/get/g50198e78ef7386d497a5c953b5202495f8211fa6bae88003f4f77d7708a9f72a0fc5e28055ed9fc1b59afa504ce922fc3ee14631aaf889d9cf3b355f929eb6e1_1280.jpg,https://pixabay.com/get/gf3a0a5750344606f5c91f56e11a61acdc90d6ba62e464f0292979b4643477486a1441712378c07c441e9c4f075084c97821da2be012b4a2ed3fbcc5497a71db2_1280.png
ONEROUS,burdensome,burdensome heavy load,https://images.pexels.com/photos/28124639/pexels-photo-28124639.jpeg,https://pixabay.com/get/gc0a6f4263e4b4c103904a149e6440b88dff3ea6cdbe1602e15954aaefbf22fc45fef0970e411b8ef5cb61da5d5becad85cdb8d4ca2e87a058b897fd40a4b6589_1280.png
ONOMATOPOEIA,sound words,sound words,https://pixabay.com/get/gd324a09698ecaef59ddd970da3d1f1568288963b71fa2f7c8bdbaacea061545c67222afe06904709207735b2743d7a6c18606dde73b744b92fcdbcab51c8950c_1280.jpg,https://pixabay.com/get/g4b01c29918b0ec9af72798cde9706e057d5a163204316c4ff9a3c280b5b39aac5e39049313228c330a84771d2acaa2b2b38796112ed1cbfc5e5256e1bccf6810_1280.png
OPPROBRIUM,disgrace,disgrace shame humiliation,https://pixabay.com/get/g71734a16a2340319bea0fa0ee38439be356f51430f5336ff5551f50d48644fea7e1a7c71fba7a963a50042e559685f7c63f0d863aba4f8a3a3f445fe23e6e013_1280.jpg,https://pixabay.com/get/ga070820c8b442b97d921ee78e25382bfedc802b083ff4a9e74bc14675d80f6b2e7f6303e1a56d062c88474aeab39ab2c18dca70357e5dacf9b42c531d9c34141_1280.png
ORNITHOLOGIST,bird expert,expert,https://images.pexels.com/photos/19601385/pexels-photo-19601385.jpeg,https://pixabay.com/get/gb643d0295f6be259eef0cfabf1e386c4a5d2c9899595d8eb5cd87c010326c9deace62f85c97f0898987dcbd653ef974f6f7c9d553e628153a98ae0de2933c87d_1280.png
OSCILLATE,to swing,swing,https://pixabay.com/get/g41fb68ce4f592f377cdacd8f96abc26651605450db087de518acf188e0bbcafc96bf985462e31e59014ee85cd5e4416fd8a7ce38b69c31ca6917c2451e59db0e_1280.jpg,https://pixabay.com/get/g166ac56389c498718fd4ae089239458044448cec59a8ae170f2fd3edc0a53c6cf9ac032427614d16fdacc398a379c726fe47572df671eae877943bcea0d77b70_1280.png
OSTENTATIOUS,showy,flashy showy loud,https://images.pexels.com/photos/12306437/pexels-photo-12306437.jpeg,https://pixabay.com/get/gd71e82e7c5ffb63687f8d94164055d40330648dd030c8e93646a59e0c634c7ea55a1262a6571d19ffef9fd2b5ebd82c9ff4e2f02bb9b31bf7becf5d429c138d0_1280.png
OVERWEENING,arrogant,arrogant,https://pixabay.com/get/gf02875e43ad1fb8e9639525cad0d3962b476741daa528a44a09475a3211860bc95673effadda8def9550ef6d43f020bce5c8bf5682ab324f133e44f00a5cf386_1280.jpg,https://pixabay.com/get/g466165559241f92a3987a098f61e814a3e8cb1a9e8830b40ab73e33542d92c95a2f53824861e974e9dbee85dcc199af9d3b3a40a823eee0a69049a60932bedee_1280.png
PAEAN,song of praise,song praise,https://pixabay.com/get/g788ba58c43c267b2592a9a49579860fecb9fc1e58116d305bb09b728a65ca244320a5a9168cd9648e7fc9c4b0824ac876303a12a4e6bfe3a16aec58202dbfc8a_1280.jpg,https://pixabay.com/get/gbd90dd9f409a51df1fcea981b5ca611dde355bb65e0617d957e22939ded2ace80894f489c2f476c862b6e1c0c716d86fa3cc86b33d2b05416aa4fd803d44e75f_1280.png
PALEONTOLOGY,study of fossils,study fossils,https://pixabay.com/get/ga6a21d6499d9fb9a2b061f7d36304b678157d5bd689b313229493d3536772a3b86610271d7d27bc32cf29865f916a5b7b0a7193e5e76f9f8d86388d99544c08d_1280.jpg,https://pixabay.com/get/g3b64cb8295e4a58fa2651e18c7b154b9d41e43519400de2fe0875869d92859b27b10e4ad4b9b38c2a245c42a020b9fd93d562e9a93cc05ec6bd59ce589e6a8f3_1280.png
PALLID,pale,pale,https://pixabay.com/get/g7b21dea66cbf4645a597fe57a71f22388a8f552aa0e2c7e288be1436bd77c850572ec03834aed23c08edb718ae7d048c4fa5231d9bf28a8542e201ea0d621cdd_1280.jpg,https://pixabay.com/get/g0110900032e95f4e1400b22245c9cf504e3870f4d5e3a11766d64f2c3441dc3c460766c0efaf607735bfa65aba8cc020126c9c3157858dbb882c62140187faf2_1280.png
PANEGYRIC,praise,praise,https://images.pexels.com/photos/8819266/pexels-photo-8819266.jpeg,https://pixabay.com/get/g55d656d24b486b45c0baf4a4cc5d25e836894dd79e5b3c01bed8e909b05abb14fe0f86660b91c86899c36910e5f080f5dfcedeeb1da711c8ad22857ac8ebd4ac_1280.png
PARAGON,ideal,ideal,https://pixabay.com/get/gc857085a7c4afb56f42abf657a1182ac44c586db6042e741d3d0957efd1349dbf27a4fafa06cc9104520d714799f12c233f01c2a1dab4e2081118ececf843662_1280.jpg,https://pixabay.com/get/g2645d6c50655b7d8137ac37369780c8443d328cb1729e26493694da6c9c0c44219756a5a26cb1a9e0dd2211a529760cf7a779c66be354e029c9e5e9b9c9bb93a_1280.png
PARTISAN,supporter,supporter,https://pixabay.com/get/g0c6674e6c200040f04f401dc77a11b5fb5562d0d3138e7c2bbcf45efee21d179376fe5385294ff879470a2e86a08114ce818b05a7509d57665784fbae3df538c_1280.jpg,https://pixabay.com/get/gd3b9d2cb4aa8ae105e70e586256022b696059802489d73ebb9a554764a82ed2b42fc29de69ba0faab18f1a79d3d923ac336b13219759b5516afbb286c96d06b1_1280.png
PATHOLOGICAL,diseased,diseased,https://pixabay.com/get/g650a3e349562f7a033a2e94fe19f00f234b3746cfc2bd694480495f14394d69d6aa710e6d2420f35953c356a3bc1ff41a3c8ae06d29e8988caa4f95a4d449d00_1280.jpg,https://pixabay.com/get/g6ab398c98da763730258ef3617b655832fc9548a07d0634ca386dacd77fe493cbe7fb2e950b6dfb58ca1cd473c4e8b3c_1280.png
PATHOS,emotion,emotion,https://pixabay.com/get/g5e65fc38ab22fb9176f2dceb83fd667a974d1eac48075bc448ce34ba287ca31911618a1cad66c7fe38cc2423836e4c1af51c82e252b9433c8d628a8b00c351de_1280.jpg,https://pixabay.com/get/g172261d52e9c44f595db361e2493b291f5d5e1fb4e2a6c8fe919dba156ecba1b740a89c24312849f944eda0a8ec90a7ed95b3f22f85c3714928b2a85ffc289fb_1280.png
PATOIS,dialect,dialect,https://pixabay.com/get/gfef530d06d6f7e00e316805f9884e5d8da960477ecb490f438bc53567cc95151634d2accae40d6238c43cca60fa50a7cd7a5ad5ee15692b1c18db449c70f1438_1280.jpg,https://pixabay.com/get/g5b283bca47bf251380d314553eb5802f3bd3738d380caced193c301baefe13aabe9d0f79cbd7926cb66f744bfed9f0bbdcd06c7a635b8c3b261271db1b15d6c2_1280.png
PAUCITY,scarcity,scarcity lack few,https://images.pexels.com/photos/6448483/pexels-photo-6448483.jpeg,https://pixabay.com/get/g3be613d4208dde44f6533256d507d3d4a95df30e3e52bc9bf32cb003c68b1a791b7882632ed516b096b40c14df514567ef799e5c1bc62b2c74d4ca829f7e12a0_1280.png
PEDANT,show-off,show-off,https://pixabay.com/get/gbd7a031db710e5f74f064d5733620c1f3f0921507bd8398d4494f0e38cff371752a454306fca55687c67eed251da3ce49abd9d9bf3f026fd2b9ee21357058d27_1280.jpg,https://pixabay.com/get/g0bf9a8c45ab189a988e7f54dcadcd7e04ee25486abe4169e0226db8043274b028f58bc787695f86f27b78ff54ec1fdaee1a898f03cba2bc61016c292ebcdb96e_1280.png
PEDANTIC,overly scholarly,nitpicking detail obsessed,https://pixabay.com/get/g64d8f56487b2af005c735da36bf05f7b420fd562229616d5f2c7212839fb5a510ebe2179dd53d74daf1fd5712a017e93f86683328ad2bca0a4e0fee47bcd2167_1280.jpg,https://pixabay.com/get/g908fc8cf4e566e1d23a7a1aa1f83e0853ea33db86baeba001a4b08b1fcea7d5a9e2b24c7bd252a992b7bcb82cfb9add829751a07731338ff5f4beb8411ffc046_1280.png
PELLUCID,clear,clear,https://images.pexels.com/photos/25014779/pexels-photo-25014779.jpeg,https://pixabay.com/get/g9d8cff72fa0674c589a567af2814a7057da71ddf439980cbc551965dbe61243b2c7d6b0bc9b2dde2ebd356dc5a8aea7315e5b7a8fb7d371a8bcba100a34c4a1d_1280.png
PENCHANT,liking,liking preference tendency,https://pixabay.com/get/ga3aa586c95be6009052aeb1aea22bf8d865a29e1e7ad12f329b0188e94806c28a80637c071acd0d9d4378e9ee0e3d14ec2aabcb008a6a2da60e849c57c069017_1280.jpg,https://pixabay.com/get/gfaa9cda50e86f8280e965d0fb55292d2ab3b24ca65b1e96b096eab705372fbd79c9913247cde39a98447305e7070c95cd960cbca8b0543f8bd1518aeac0ff950_1280.png
PENURTY,poverty,poverty,https://images.pexels.com/photos/13115817/pexels-photo-13115817.jpeg,https://pixabay.com/get/g5026d38fa3fe4ac8e0f8bcdf962f35d77140dfe2c5cc9d15dae38256eca4778cb351975d1a275cfdc2e50916ee49b39f009a82ea13643a8756e1db1556902281_1280.png
PEREGRINATION,journey,journey,https://images.pexels.com/photos/4786439/pexels-photo-4786439.jpeg,https://pixabay.com/get/gaecd56f2cf5c7951857e247be85d605a4f8d638f22a7f00ef5555a3220452b4f85c43283eddd7b976581a63eac23b5fae3e0444ab055079a1011794c8cd773c2_1280.png
PEREMPTORY,bossy,bossy,https://pixabay.com/get/g54b734f4e6dedefc282a16a09573b6eb39cf5a8a0a61ce641e59c6325196b179ea14ccd3d6b8d946496042c20be66ec3337c06e044a23ea7a82d275d364af516_1280.jpg,https://pixabay.com/get/g0ba1053016b1372e06292ec671151a73cff779b7b02ff6242241adcd5e078cca9e088f7ac48079771e4945843fdcf1a2de1c7acb18c10caa8640d1234952ad88_1280.png
PERENNIAL,everlasting,everlasting,https://pixabay.com/get/gb2f61ed1274bb84469e92f102337e658e9b76ada68e4b971baf97869f7dc6f7ff10dbec8251aa6c9e163f217b96f410f44a4e23bff16c01f29299aa125e78382_1280.jpg,https://pixabay.com/get/g8bd63e64026c0f13a0e304dcbd9d1869164a44013647ccb30576eb606c525376f08aa33ff66bd13780603c034b29cac37a2101ceb93d9b50e538366b6e7eafa5_1280.png
PERFIDIOUS,treacherous,treacherous betray disloyal,https://pixabay.com/get/gc3950a283cd2f9da13bd6ad9b7115b5fdd4aaca0693323d16acd5ce67a713b8cc4a20553603d2bb4ee1a3a60ffcc6537_1280.jpg,https://pixabay.com/get/g635cca9caaf8823c1508884bca63a6df6191b9a1508e388b7db74ff440d450a2021c3a351fa0f6f63fe2577083fe34fabab60a8b13ade9fb62e3ab853c0532be_1280.jpg
PERFUNCTORY,mechanical,careless automatic robotic,https://images.pexels.com/photos/13194386/pexels-photo-13194386.png,https://pixabay.com/get/g1e11a7debf2edbc329cabacf39054aabb671cd869060b4ec7bcbe7d350f875dcf097e27a02efebdd792319add8e09035_1280.png
PERIGEE,closest point to Earth,closest point to earth,https://pixabay.com/get/g47ac0f3ed29343aacbf2bb891c03128b0b05950a70ac13438e452792322ba7d76ce866a4418338ff744f440d81555f1c0404e61b8ac3616c0d72a1f5bf8c7bef_1280.jpg,https://pixabay.com/get/g6fd4413c7c34dde9cbbdd289f3840cc3da8428dd446a32a9cdae79869792db0c116204f49a91561a5dc68c9e4b227dabaeec01bfd50a4fac20f9f99a7f6c3f6d_1280.png
PERMEABLE,penetrable,penetrable,https://pixabay.com/get/g86ad9b8c332210be1cc73721b239137a8c10b518bad00feb8b587c9a449150818a0f9be1d41a3a50d3257309a11d107fb6083faa80653fc33ba883ac46e5b2de_1280.jpg,https://pixabay.com/get/g1c22327554960ecd8e7e78c6bfcf77bb0cf1764fda6fbafab585e5310b5d93cb7e418a814c1cca00622f402ba9b2fc6469d3af0b7940f57ecd096800b09b839e_1280.png
PERTURB,to disturb,disturb,https://pixabay.com/get/g9cf5f309f67cb307798fa479c82aced83e9efb8f223ca98c5868a1f0cc46005da137559e671faac806c7378cc0759424c02835cde427a056d4728bb5855813bb_1280.jpg,https://pixabay.com/get/g0eb8387f93b7308883779c3e86412032b9e0bfd3935e5c47fc5fc65d2a98153a7763d35e664e1e14995fb6b28d94753abd94c7ef1f1be48afd1bea1662cff4ba_1280.png
PERVASIVE,widespread,widespread,https://images.pexels.com/photos/12261422/pexels-photo-12261422.jpeg,https://pixabay.com/get/ge8858126c285c3a870ad84810843a89037510d9a04837e980d07e4c5c7671bb35a2f9ed6d04fa669d66968d7a7496eb848b0ddb8b6146832d17267962aa30ae3_1280.png
PETULANT,peevish,whiny child tantrum,https://pixabay.com/get/g4855ffd15fa91329f652dddaa05626ac31034bb4575193fe6b521b1f85b4202ed4f6cd5626db08b83a80e357f82caf5a76ec4c8019aa897011d6fe8a7af8455b_1280.jpg,https://pixabay.com/get/gedbd73b9ab5a57b5a9661e687e4adf1e44857a838b9fff0888ca4107b82b7d88a1b3c5b137ca0044823acf4fe5aa48ba0a4ae993e4b9e2bfec441c786957e5ef_1280.png
PHLEGMATIC,calm,calm unemotional stoic,https://images.pexels.com/photos/28438641/pexels-photo-28438641.jpeg,https://pixabay.com/get/g34627192cbab077f9ac860ee1f69c7b2b77e15e3c91949a4896230900eb96404ac5617e288b5b1c8a58fa774e9e0c5675d09de7721def95e703691a7a3257e5f_1280.png
PHOENIX,symbol of rebirth,symbol rebirth,https://pixabay.com/get/g804ebec5c0a292e7ce704acee5249b8028bf6a5993b83f9ebeb4e3efb5d12463b44fba3ec1da9e054f8c5a172051e105d847df0048ee029f1adb615630aeec4c_1280.jpg,https://pixabay.com/get/g7ce9cf756e59c0ae6dc1993b4688b1c893375a737876862f974ae68f549f24863118e4afe08115e5b6b44b1e271c05eb169642796880207832148703781ea4c2_1280.png
PHYSIOGNOMY,facial features,facial features,https://pixabay.com/get/g29905509a900fedeaf473be87a6874c925dbb1ad5a3252f20e6b81fb40ab026a1ef4c4345c66f81dfb987eb71dd92b66_1280.jpg,https://pixabay.com/get/g6a8b0fcac7c571f89b91b1f3b043b7ae468010ba00f092f6f0cdbe70520c3df9ef71e70504d0e5300ddfe2ff506ac07ac29a170d77420f6cba6ddcc779ef33f4_1280.png
PIETY,devoutness,devoutness,https://pixabay.com/get/gf37ed51f98223dedc7f53ac09d3f2f509db813e0eaa76de76825deb10d33d5c6aa2b9e49b27e96fef5da4814c52fe97e581fea7dcbe48bd5d7acfe0dba74789d_1280.jpg,https://pixabay.com/get/g69a616612c71b63d3447aab5118d46cd9f94f66e498a76350797ba647f4de7cb369dadd377137f02d93a1784504acb972c92c42e50853a17289ce97b01c6c411_1280.png
PIQUANT,spicy,spicy tangy flavorful,https://images.pexels.com/photos/30203312/pexels-photo-30203312.jpeg,https://pixabay.com/get/g5af5f7923a167fff6c92b1e846494574300662b7ce0c6951a5bc7a50a518e72e2acf693960e397d5361ec41c390b4fac_1280.png
PIQUE,to provoke,provoke,https://pixabay.com/get/g707c73fcad62f06ba035db257b9be84c23bf7edb6f0223dde292385d6c8385d4cd2d990ba28e881b417dcd7aee3d2caf48a1edee8cef93fb38a4baabf08d0dc1_1280.jpg,https://pixabay.com/get/g85a387f3d576d6329ffaba3ce986501daa9729f1b50383ce9c0485c65f667ebe79194cfa2c6580df4f089cac1a3ede7c9c8d03c53839062843f77f25835cc230_1280.png
PLACATE,to appease,appease calm angry,https://pixabay.com/get/g922e0f9305357f82bf0cb02796f2e8ca9fd82586e1683ac84518d08414b16e82243d2c83323065634372e4b776eb7372efd7a33ebf44378af7b1f074b559e710_1280.jpg,https://pixabay.com/get/g9ed4722ac14142dd60489061b6d3e68f67d0798513dc7eacec12ddcaf25d92d45b447171a3f4ca27f53a7b5993e7a1db_1280.png
PLACID,calm,calm,https://pixabay.com/get/gadbc35e0f705f805e1ff58fa68e0747983b7b411810360486f1869b836a389e1160c405f8f94477551ae23aacd7ca91ae56a9cfbd11040d0c28226df3d3e3d46_1280.jpg,https://pixabay.com/get/g87572dcf504e5b9b7a57fc9b5ed89f575682a3b2d4e12129739e2564ce302a9ad8edc246b093f32e3684e753dcdc1dee7cce133d01c7a65b0216d1079a12b2e3_1280.png
