Word,Definition,Image_Search_Term,Image_Link,Sketch_Link
JOCOSE,humorous,humorous,https://pixabay.com/get/g26b8fd04e7b1ef0093181eb52f34b707b379d367caaf4eb99bad684333a90f5b316a626d57c24c230ce89563734a442632625aa195071153be172032c753444b_1280.jpg,https://pixabay.com/get/g41b554410f19106173a47fa2df6de579f0b2a66198f64368c5955f0a7ecb710be1b5f93dd29e8a20681bd3311c06d5e90b1248a1b484ac13a9406953959208d4_1280.png
JOCULAR,joking,joking,https://pixabay.com/get/g7bb83927e9664489ce96758f2a68aa753fa891bc035a758ef90322ae31ccfc7fd3687bab1e19a68a50ae6041481ea563c90a46ebcbae7e84a22029364f0095fd_1280.jpg,https://pixabay.com/get/gce057490330a8a99e224099ab806000f0048ad52e878b630ec0fc80bf60492af684ba0e92eb3e5c227547dee72bc9e736ff9524ecc83e512e9b86551080ac1b7_1280.png
JUDICIOUS,wise,wise,https://images.pexels.com/photos/19399318/pexels-photo-19399318.jpeg,https://pixabay.com/get/ga0b192e03dfe51fde17ae9c149144b77501327ea43c740d1cefe7fc5ec92c2c158b579515123bbcdc3764dcd2539faa86d27e27083dd5ef37e520c675d266d3b_1280.png
JUSTIFICATION,excuse,excuse,https://pixabay.com/get/gf5dbb7a5befc6fa96acbd0f8da835c392b24ca5d00254f6c02535870761c46a5872c2e01cdc9eb6353fb08f92ffb623fc4c7e1759002e47d255a54728e2b6017_1280.jpg,https://pixabay.com/get/gc31a3f958d6541eb1dde7ad6039de63930f25be67b2ad24f6c61df9aa2f0a2d2b51686410385363fb23d57ed44194445_1280.png
JUXTAPOSE,to place side by side,place side side,https://pixabay.com/get/g5d70ecd05e76cbd6b5a1a0bff3817ea53ec6d77ff051dbc61f9d726fe2ad8701372ecf5a6e1b92cfb66283c004ad44b3147bd9825be97ab6eced236e087db07b_1280.jpg,https://pixabay.com/get/gb80aae69d5ff3414a48df053d1c31fd0f34f37f46d66b8a56f88fa15f708bb57b88773c45fc56ac15afd5d5c17eaae3f25e45587b32fdc0a9da25dc71d650c1d_1280.png
KINDLE,to ignite,ignite,https://images.pexels.com/photos/12102394/pexels-photo-12102394.jpeg,https://pixabay.com/get/g2060109772ea760906012c8e00ce38c5f65ee9e063ace6cdd61f040541545bda5a66d9ba61879b3be0d8f8aa3e21b31b_1280.png
KNIT,to join,join,https://pixabay.com/get/g8d974da98570c848593608b9f2306a50847be9c9e5e1568278b8a4baa04c0c5bd2a1fb649fc5132b137ccb857a4a2953_1280.jpg,https://pixabay.com/get/g3a2b61caa5c185a36a7ac4e2325c434c1dd7decb321d1eff245794e9bc3ae36b576e8b26f032b91a58d53940d3ece2d56163680fb9d8dc2cae9c9075fbd1e2f4_1280.png
LABORIOUS,hard,hard,https://pixabay.com/get/g8a16c7fe1e9ba79a1165a7f39e12d4b9dc3beffad42575d2c1ca1c136c0544108e52e34c585d5b867f80c774d0256de69df326006b7cfd7baf2651fa65417dc1_1280.jpg,https://pixabay.com/get/g9814c4534fc3cd77992e92ee0ca04a1f2164bb22d2a8f2707f5688f5cfd93acaab2d3d5e50a82a9870bdead903ad162eb4c8ca2e08952ad28a512f6a92a1f3d2_1280.png
LACONIC,brief,brief,https://pixabay.com/get/g1143dabe3d0376f4ed011a016509114da022b004c84798f6a2afeaf0e447d1171e743bc7a823633787bfdafefa59ac32353a4b9847cf644ad677a5755276452d_1280.jpg,https://pixabay.com/get/g0e56844d402d12f77e8ada3f2a4342b3dec76a02ca03ae2a0c4ecce50f24c8395e3c995b23a388dd731a9be9776b0d9ab10ba51fd0111ed10db77a1e9d971d10_1280.png
LAGGARD,slow person,slow person,https://images.pexels.com/photos/29039075/pexels-photo-29039075.jpeg,https://pixabay.com/get/g25b76925946abbbdc9b70377bee47ef6545aecb01f54ef8e36f3a26d5dcc73e6c5b87910af31adc017e3862d28773878836b56e3e086b3c2b2063a0d3de9c889_1280.png
LAIR,den,lair,https://pixabay.com/get/gfc41991fb325860d6ffa32c1888bc045a51146e2c7b57f01a68b8664c422cd1476f5b3de6ad5947dbd79324d230cde1cb1056fbba34ea8205fbd2b49ea4ccde0_1280.jpg,https://pixabay.com/get/g35647720f022ca5ff8fa2f5771bf60aa2d9bbdcbe6a2fe313d96db3ece9f5407b7da772c84deffcbe77cfd4399157ec674056f8b2a535122be54828bf20a6d7f_1280.png
LAMENT,to mourn,mourn,https://pixabay.com/get/g36255b6e8d3b24010d05d90aceaf88b0095e459b504afaba90b205cf5079c9357dec3376bbda53c560b062946092e4c24b8c528c2e8249e362ddca85f6f46a05_1280.jpg,https://pixabay.com/get/g3f5ac2a39c5313ab2cc6ead155cfe83432ce3acb77caf1b6624f18ca29d81421553250be348db82eee75daae22d844cb754918769639a4b3b61966c29cb2a00c_1280.png
LAMPOON,to satirize,satirize,https://pixabay.com/get/g4f86a10e09bc5e0da1524c9b01acbdc496ac64546fa585518f6fe7dd5658d91585757f9ab51112bde80cce22eb2b818f37d248fe329c593e59ce9b381dca7224_1280.jpg,https://pixabay.com/get/g742d1cb44cc0d1df80400b4f8d73cd57a028a7469bf3c2f33347333ec27c0b9828ad589daefb635a930c8791624b7ece361b7d748f301d7665e26a765f7574c7_1280.png
LANGUID,sluggish,sluggish,https://images.pexels.com/photos/18625039/pexels-photo-18625039.jpeg,https://pixabay.com/get/g0e9652d3f9788bfc562a3ef18fc0bb948cfe55d8d7655366a57900296070a791d215c0ebcf00783d25ffc5af9e97e28dafa44333c585f901d4f8ccb7efff1730_1280.png
LARCENY,theft,larceny,https://images.pexels.com/photos/27851491/pexels-photo-27851491.jpeg,https://pixabay.com/get/ga0890c352784eac72a981e4b8da858f8d8d9730f5b6be9b1dd203389dd36f0b333850209e1e539611d50f7de0c4847ab44a69725c0dcd50c74a96a23e4de3956_1280.png
LATENT,hidden,hidden,https://pixabay.com/get/gbf6a8f9dde982776a00c1dc6858139e3e71e3d6354d686dc3e8d97e1ae1e82fa96afd41c088467325706ac141682e0fa5e6d4408f5de2813b7aa2b2dcb8425db_1280.jpg,https://pixabay.com/get/gf08e41662d741d1cd62fb58a96b98ad054aed2d53b24df0ba054c57bec89c4bff7189e3d026cc1ebd7bf4b4c862faa05ed8589205a9070f7deed41155db3f80a_1280.png
LAUD,to praise,praise,https://pixabay.com/get/gdfce913c3180b6f67569a239670b34a5ccb39ef9602be8a60e4916c849ecf3761f3b2db21f3ed693052a637a44a0e8360dd125d3b158a82e15920ecc61b56051_1280.jpg,https://pixabay.com/get/g2c96b61ee4505088cf27815d60240b300be1d3ed532ea751d72388614d7e20ae41614562e450e3d65c03d610dbbc26d6f9ba5c2f55e32d76e567d7f240c890d4_1280.png
LEAVEN,to lighten,lighten,https://pixabay.com/get/gc29a89874aa4e02ba2327f2efe93f0e0961add628f28a330b0edd84f9fadf10dfbdc851772d1162411faf5270fc6ae37af26a45eb54250197f13ffa1b04a3fff_1280.jpg,https://pixabay.com/get/g0cd0ec8eb09cab0669df52a46cd14d881a7ff585ba58cab8e4ce1b07bed1d148545dd6988f52fc793fd99187fde90fca1d3cb773ea9ad5284c76e5bfd8272ae6_1280.png
LENIENCE,mercy,mercy,https://pixabay.com/get/gfa89680e6b45cf0709dd194bf71f8e677d0fd5318e5ead5d9e7c1c5abbb2068ac61c15d2abb9fc87a4be3fbdcc780b39fff2d51ed920c294221fa1756a1d55ac_1280.jpg,https://pixabay.com/get/g79fdd020d79e760d34a6617bda52f16b3ebcfc3624cca27df324f8bab748621cf002fb781cfb597f2da52b1108f731299ccb18522a7e515060173b4b812182c1_1280.png
LETHAL,deadly,lethal,https://images.pexels.com/photos/35117942/pexels-photo-35117942.jpeg,https://pixabay.com/get/ge2af3c04963dffda1c3a4a3a3e00b89b16185835f87ae95f291f712b552719c0d75f293d572a5a8aadbb0ac06e7fecb4afe63b6dbdbf33e1a7eff7a095b641c6_1280.png
LETHARGIC,sluggish,sluggish,https://images.pexels.com/photos/18625039/pexels-photo-18625039.jpeg,https://pixabay.com/get/g363b09fc185be2d9b2e4fd085ac19084f1015a832933da2a1acfec3e4e472a94d04291e0b788be9d7684de5087c4ab197d807281bcf830d88aafdd62be18ec7c_1280.png
LEVITY,lightheartedness,,,https://pixabay.com/get/g0a9426cc2082db7301e7dd5a5a19eb19daf7adced7fadf56ab5a13f04e4d2727f60f24560f6b6937d83354c83b6b1b8dd441a97710c8147336d6a31ea70da0e1_1280.png
LIBEL,defamation,libel,https://pixabay.com/get/gb9ae344186a57cd23234759468010bc6d843a671e11735bc42594fb38933b6048dbfe39421a13689ebb3755b214856b6816eb63f6422f6165f833b59bf5bed22_1280.jpg,https://pixabay.com/get/g2d326a07b91122ff83d4f1d4aa09e4372e54995b26c68a53717c4bcf8fac4c9ab53b71d2ee71ac8497032d8cba7fcebfd38b689b71998119f534a7f213978f20_1280.png
LILLIPUTIAN,tiny,tiny,https://images.pexels.com/photos/33786003/pexels-photo-33786003.jpeg,https://pixabay.com/get/g7ff95b4ede81ff519c6d32376ee72b2974f0d68de34a30755a084a2a303c49c657ad13e10ac92bb9103180b631d8b77b8ac69971712b58f3ef14b6fd8125e140_1280.png
LINGER,to stay,stay,https://pixabay.com/get/g7bbc9bd265d1a6ebae5c89f95cda81737ef35d6998c46c80e4f486783ab69aa0ea3029b29d7d419d132198ef308c5b46d5f0355133145e77fadf5c24a9fb0690_1280.jpg,https://pixabay.com/get/g1e83eaa1a5a7ed6a0406fe597c3e6f550030abf3514b829e610a0cd5fe906fd1937327b2c43607f02866912654333d35e3bb3976ec80fd31130edf162a37f18d_1280.png
LOATH,reluctant,reluctant,https://pixabay.com/get/gd567fce1f96d47d3e15aa793b6e6955d9b8fd9f15c37da47cb9cd7880ec2a39572101963a7eca666c4c988d925a9a0a3d2cb53e1402e9b1d3c86df58ed3c362e_1280.jpg,https://pixabay.com/get/g663df98f0ae3336dfc649f165f424360f30b336fab177d2a7ded030614f3eb01006e4f02ac00fc9d95419e64b4e82604203ee36750f5a3159b2ee392e83617e1_1280.png
LOATHE,to hate,dislike,https://pixabay.com/get/g55b9b199eca3e79d2a3c9cf43fb3c21f81067e7c658e46304d5af5bc883464455d01671ed59a193be1431ae62be997b43392e0e51e15f51db09ac3e5949ab689_1280.jpg,https://pixabay.com/get/gaed8d5beb20ac199c9b9f77d1afb723fbc08fbbf9c46f55373072a2e5bfc773e233aaa4bd9d7637b9297d241eaa5952de4c60a0f0c6beb6e8b7dfdc68c7d213b_1280.png
LOFTY,high,high,https://images.pexels.com/photos/18149121/pexels-photo-18149121.jpeg,https://pixabay.com/get/ga0b09650a6c064fe60a6d78cedccdd1cffeba87e752815bae4ad35b00a9f5ff30ab6a0c9b385987c951110e95154e7dd_1280.png
LONGEVITY,long life,long life,https://pixabay.com/get/g75e9abc6427fa62c853a4e86a96fc34dfd3a007e3c5a1483dddbe5f684302d1539b4b177becd692d390a7f2f5ae6ff49e2f18d241a3c5c3a2dd84c1bad945996_1280.jpg,https://pixabay.com/get/g981ed08c706ac9e4a829135f2e4620f87c5cc5c76ea9e71236a66a54728e31969ae60d40a1ccc11565ba88d77cabc3dadf505af0c50cb754abd2614e52aee8cb_1280.png
LOQUACIOUS,talkative,talkative,https://images.pexels.com/photos/32026822/pexels-photo-32026822.jpeg,https://pixabay.com/get/ge141fedd9f6a2ea012dbdc879a2987fa86a08989a7e8f65468fef83ef601248e19a2d817dbb5d0b66019bdaf2d06b43d6ae1677ff0e5fc5281ac1197e44ca937_1280.png
LUCID,clear,clear,https://pixabay.com/get/g5bb5413aa7fa47af16351bd95bc5b543b24b3df4a7b69b062f31d789dddbd0113b0ab7fced4c9a83149557d88d9ef8c8ec943eaddd3509bf5645cf0e5f1b0cd6_1280.jpg,https://pixabay.com/get/g62c8a2f11e0e739d3a260a6a136f685ed4b8c914da5f1409dfd96f34033c82ea15898d7f9fb19d1c57b7ae5d1b28b54881446a5060cc52b55b25125f25cba4d4_1280.png
LUCRATIVE,profitable,profitable,https://images.pexels.com/photos/28552621/pexels-photo-28552621.jpeg,https://pixabay.com/get/g60ffa126437c187abc16c9fc41b8d317a4977f31afcd0211cc4f5f759913b68701b0eab6196bf9fe806ade72d35b52309031f50d6602efae618d6df55babc3c3_1280.png
LUGUBRIOUS,mournful,mournful,https://pixabay.com/get/gd6eebc0726e1e071c7738afdc50878739f6daf46ebb4d463f12445d20fa871038d1846a6af2988463827e1a3167fc567c165dd5f597d56c8e14266b2775b3960_1280.jpg,https://pixabay.com/get/g54feb62c0bcc0f8bed7d6d353652141686062a989aab50a7e1c402d3dd6a4b45a36df3a0fe83ce48a15b625d419b430aab16f1ba4281c8a4732276cc984ff077_1280.png
LUMINOUS,bright,bright,https://images.pexels.com/photos/954539/pexels-photo-954539.jpeg,https://pixabay.com/get/gfe1f1541eaa55807dfa96205590195e1a322fa0032a6e809ae33f427667c196e0fb37e563db72097f8f12ada90fe6bc970f06c3a72d1b8ad9fab3546ebb568d5_1280.png
LURE,to entice,entice,https://pixabay.com/get/gc0d97998aae2db3c33567a2ff419952221ed069581cf2af869554e23de106a9c3615837e32934c4d53fd577e16c82a64a4ed38effac254d613f7cd4fb3c044cb_1280.jpg,https://pixabay.com/get/ga53702fe410635647adc14cc96de34f437b6b8e18ab05e9d28ccd487338cd864189fc10a187e18c186fd02af11bf2670b75c3fdfb3311181cf4e00f1f2929c0f_1280.png
LURK,to hide,hide,https://pixabay.com/get/g270028c8ddeb1abe1c697768b670cd02394805c7b6d024eb030bd044999eab02ee55b3f019a16ac3339ccf3230cc08dbc319902514ec802ba1f80d76c82dcdaf_1280.jpg,https://pixabay.com/get/g350a83bb26a1eb9603f50b6e5a5c6dda2f9aa39e3270ffbcff38bb3003abfcaf34bbc8525ad0159bb796f11f1ff87fa5af0cad2a67991294ec08c1c04611427b_1280.png
LUXURIANT,lush,lush,https://pixabay.com/get/gf1f92d23451bdc46b3b7628f6d5430ab4fdcc9edb2990910f2da3146c2c4688fa0422628c5de295dac0153f88b3cd905b52b0d4625934028f190a7f2bf8883c8_1280.jpg,https://pixabay.com/get/ged07d16a776e469be29aad3e555e54e31dc2533380c523a19a2ce414979c2085d5f173899a2605db4506cbf445665f1cf7733ffa37d41e229191a737421007a7_1280.png
MAELSTROM,whirlpool,whirlpool,https://pixabay.com/get/g9a2d9466ee89f7275da609ef3ce9470d648af75939bd62c0a39e2c1285315858c68036053705e10ae19d2ae891efcdf8ce52399f937c1905a9e32fecafbc1f4a_1280.jpg,https://pixabay.com/get/gfcff39a3521201cb41945a643423b15c209647f2a5c10a0120dc7162e7281fee98779bbfb091479acebde5470019236e89158d94f05ac794d43a167aab1089f8_1280.png
MAGNANIMOUS,generous,generous,https://images.pexels.com/photos/28589009/pexels-photo-28589009.jpeg,https://pixabay.com/get/g46e2cc9a602e3324c43a1e8ecc6525af8b1c217e736d0847626aaf2ab8bd4c8946684e270360e81f0f1075c953b91a95d1d7a56ede616e5fab7c2f169b17387c_1280.png
MALICE,spite,spite,https://pixabay.com/get/g38eaf8ad0966408d7138ea2a43751d87f2074431c2a506c082b92d83941293a9128c43ad3a409a2ab2fa0531f51398ba2e79a2ed46ad91e410de169007acaa93_1280.jpg,https://pixabay.com/get/g7e21f5c7c609d6c57f6db64b7354d259da64ba74ec28d42ac21997f3e6d4ab52e5f7fa22df7b922e30f6a0385d38214a03a0af3a964675baea18cd776c2c7cb4_1280.png
MALIGN,to slander,slander,https://pixabay.com/get/gc1f6b18c84ea4b8310888d8a138b4a3ddd84b224e1bdc2e03afc30cbacf4de63701b5d1bb2e8f9e4f724b6da9ef5e709c9277b1bd2a6e13fd7f93ad49afc1586_1280.jpg,https://pixabay.com/get/g7240d2ed636fa3791265c82ffc5abc3f172160e4843042bf4165b4b4fded7f074886401ce218e8375b034e4b7f4064da5ca8002720345a1eb37202bd8484b904_1280.png
MALIGNANT,harmful,harmful,https://pixabay.com/get/g378224537cfdea6272647bc5ac89d9298bbc82c373e03982a0fe3c8b8583a6fc0eb3de38fc007f5e4ff2db53bd19caa900f699c46fc90bacc7657ff9803ac7bb_1280.jpg,https://pixabay.com/get/g260a070f9c2d207cd9cb44f77f89d866aef809ed2f053a7e19633f4ad833b3022febbc24ee043422a0e5e737231ee06059352c8b990b012541936c42011d3175_1280.png
MALLEABLE,pliable,pliable,https://pixabay.com/get/gefa4532dfc494272ccc532b3411bf789bcd9ce8ebcb082b602825cba368bc15430faba0ac033339e69a1e74b9e605d69052ca0948e853d54b2185ff16e6da01c_1280.jpg,https://pixabay.com/get/g9b85ebed820b2cb2aab262c21e7a6e7053350f7bbbe5607a78ae419520490ec19ca7c5ce5696f28ea5fbcbf1aba926cb4912a734ca47ab225ddd04f5c0d61e45_1280.jpg
MANIFEST,obvious,obvious,https://pixabay.com/get/g62e0ed477f1aa32e9dd26c7e5a3aee5bf4c45c7e6e30b966dbf35aa1a543576b9f5558830b0a738a4dffc3092cdecdfa95baeeb16227fcf4a043087dc9468636_1280.jpg,https://pixabay.com/get/g56a40ad653c8912965ae1cf366e8048c0ccf322ecd1aa74159f194f5415778c562f0882641fc5136cc4be634c76a6cbc1ed610a9baaf928e862affd346faf03a_1280.png
MARKED,noticeable,noticeable,https://pixabay.com/get/g25313f7d2fb41bc951c921602541998bcf5a3a9062800671439c8734e8fd5b8419f2de4afed3a28e475bc93ba4cf64246b5af61e73403e25aa959d232dc9e726_1280.jpg,https://pixabay.com/get/g35614cd1c29420d3016ec977b1213af0b5e401636a96dac5129012fd0cc465cb00e7490402b58f7a1cbd2d28412fc7be11a7d4b3fe09f6ab898cc92958360a83_1280.png
MARSHAL,to organize,organize,https://pixabay.com/get/g67bdde2c3bbebc7b08f2881304d3ea106c4ea2de661e7481261beeb9557aeddd5a55019b2150e94cfa4e60506083ec2ae19d444451beb50297114335d7d53f81_1280.jpg,https://pixabay.com/get/g627f5e615007af7adfb8b43bf5c09deda09b434f9eb0ef8022c0b99e25450b51d80fc60379a10c4f3adbd85f43057a76d9acca87a035cde7ed262876ebf556ec_1280.png
MARTINET,strict disciplinarian,strict disciplinarian,https://pixabay.com/get/g24de5b33bc3cbb12d808d716370791c7afbdfd5a46020c0f56e2ee929937a777e8fced18eefb8db5118e99c1b2d1f40523c66b2d305503965d5044cd48760312_1280.jpg,https://pixabay.com/get/gdd0fa3f7033d01854c8cc0de144e12666d50c9880138cca4fe676e9833afa67863b228aba64334bbf272d0d63355f2523a9f7a005eb4d04e0b88332afb4cf5c3_1280.png
MASSIVE,huge,huge,https://pixabay.com/get/gfb1aaf4680b1b8d795f0bb96a9bdabf818d01be05357309d61bf45302db210bcc757bbfc64fd7a67cc04918fca592e13cc65a607e642689778d9ea4f22640f6f_1280.jpg,https://pixabay.com/get/gde9c0ab6f56dba1e661ed709313ecef3cb47c02f5e962c7b9588cb2278eaa7bfc5fe4bbc40c76967a109ee26754ceb3853af48ffb3237e4e309d05ba9e9e0827_1280.png
MATERIALISM,focus on possessions,focus possessions,https://pixabay.com/get/ga213667a3e941a5cb378d3730893ce47be1e323a435b2c64744f7271169842522faaa189d050fdc9b468781e610a40310f6cb9f4d3d644fd45f3c6e3ef2e2c38_1280.jpg,https://pixabay.com/get/g871428a78ea4847dfb5a74b3e9e1c20130e255a51cfa21f5a7f6af879aee75311a29d606ad661a4454bf9444a846b7e41747faed8d08fdc8a396ba09d0ca4315_1280.png
MAVERICK,nonconformist,nonconformist,https://pixabay.com/get/g0f2367a02c270155707fa725dfb602461c91bf9e471206af0e3808294bca9849390439d66ef5e1b7998f6becc2c5320a1ff3486cf28bfa9aa07c29faa09606a4_1280.jpg,https://pixabay.com/get/g659ca74f5cb2d03049db40b4b66fb27ba89ddeb748af41250b4f2027e78a7cd1b1b609d1fcb226d6fe4889bb7004e9eb9d9dde60eb2036e7a57eeee0a1ed6e67_1280.png
MAWKISH,overly sentimental,overly sentimental,https://images.pexels.com/photos/14466162/pexels-photo-14466162.jpeg,https://pixabay.com/get/ga51db248ca9f2a7ea67f59f7161fe218d28ca588abedd702bc56b5740f4b846779161ab1c84e89d1b8e52d0120a0848bbc2e3436534a18c8ce7d6af4b159c10f_1280.png
MAXIM,saying,saying,https://pixabay.com/get/g5b8ec04c3134d6985aff539b9d369b0611a0a7788e281a242b360614212e273c04ee7cb6fdd99183afa1a11e9bf3c35487337ffb4c2362a1d75fe1d311a9fc95_1280.jpg,https://pixabay.com/get/ge455dc7819c3bf8ec087f14fd392383dcd11af9e5156ffa7c35f6dd2fd5774fbe8d58324387aab26f183f566cc63e4d9fac41761ce706933fe5dce68425d042b_1280.png
MEAGER,scant,scant,https://pixabay.com/get/gf3a448f017f0c73f1fbee9fd7f80a781d6b55d111d1fe042592d9e2a1303f4a1cda622a916605efd58f4f7e1a26b7ad96a20b10a6c37e8ea5a7bb28b99eadb5b_1280.jpg,https://pixabay.com/get/g30dd8a3836abe0db6593535656966c1daf1d8f72ad57d3103b1b02e2f470b0e13b16afac921ab5cf183acad292a95943cd11c383c357f5ea2a9efe5d2e585616_1280.jpg
MEALYMOUTHED,evasive,evasive,https://pixabay.com/get/g620307d22761ba3c5b6a10f97044fd5bec41e87d3bf43029dc4b8334c9ad13dfeb69224c1caea47c7f9087e93802f75a098b4f319fb6d971630a5824a00a4838_1280.jpg,https://pixabay.com/get/g67b101c92f1178417f54934fa662068b0803ee1a57a53de1813eca83dc1481b45c6591cc94909b6c760c598e3e171b62e5da8450e538ee4ed3147579e6aa40a0_1280.png
MEANDER,to wander,wander,https://images.pexels.com/photos/27616792/pexels-photo-27616792.jpeg,https://pixabay.com/get/g9e9d36943980ff96b166f0918499013afca29f905d8058698bf53b7aeb53849c6681f7a6df735aadbd3cfce1711f8b5b_1280.png
MEDIATE,to intervene,mediate,https://pixabay.com/get/gace1e6dfbe8a9345d46c96cd9107e9c2947592c9fcb08cf899ff24280a5d489ded4eb0b1d6440acb4b4a635e8e09e999877ca6786bcb1f0202e4fcb0d702202c_1280.jpg,https://pixabay.com/get/gd1ac1c001452d2de6a12d6d5b8a1c8ee7d80325f1e345f07a8e72506146a9245fbd52fc0628dfdf3afe8ce2d9163cd73095ca7a6b4b5652b65bb9edcd9e87711_1280.png
MEDIOCRE,average,mediocre,https://pixabay.com/get/gc4af63860838d870f538cf39716eef4e63e0b468940c951665f57c98519e122f4926b70b65e546bf1d63e76125b0b8063568a9b23cef13e3f042266973b6c311_1280.jpg,https://pixabay.com/get/gcb04779ac04eeae4d267f475c14814fe0eb96da997674c25f11cf1bf86a0a76e81c1b607d4ca02244c50940d0fdf3cc8648a8a10ec53e1e181c70d24f947aecd_1280.jpg
MEDITATION,contemplation,contemplation,https://pixabay.com/get/g9ff6383cbe280924f27b3bd0c2c4ab0920b0d71887f7706bbc86bc85d6869f82e812e5d19bed76a7db86c1161545b52c5d2cb36fe4d2cc151ec6e21a40f08591_1280.jpg,https://pixabay.com/get/g575be93a7ea72e9eb56bec331eb7d8db37d85bd466218ed8b0b9cdec9d3c599961d113e708b2efcb86718608d199c2e227ee0c72b097640bb6d632a99ab7df66_1280.png
MEEK,submissive,submissive,https://images.pexels.com/photos/16619723/pexels-photo-16619723.jpeg,https://pixabay.com/get/gcbcafb3070b07badb57196ee6e51bddd96b79d1b584abec448636f16becae632ba6adae243b094ad812b4f04e15b484f6c81ebedb3881d6a3d83506cebae6edf_1280.png
MELANCHOLY,sadness,ness,https://pixabay.com/get/g808fbe7898d8bc0c0b22283aa2e1c7f70a91952b3185c50aac8f621fa0c0d3411f90eebbdc4d9cf55ad34c45ad9896beb724c4c7cea42a5a6c656b5381144cb1_1280.jpg,https://pixabay.com/get/g44f7d2429fc5c689c0df670e7e3e5ff085d90eba92e3cad3f4ea9b30ff5da9ec7ef9086222ee29f97c8add8a1177e75ff3edb6b6e5bc97c7a37f85af2fc269fd_1280.png
MELLIFLUOUS,sweet-sounding,sweet-sounding,https://pixabay.com/get/g8d387e98e356d8c757b586a8fb685483e85833f155ced1daed09ef016917df213064fc56283391bf81916bc23ab3b4b4436163722d593787894dcc1a555b4f52_1280.jpg,https://pixabay.com/get/g6ef21a3edeef8668edfa483984203b7e4098353d7ab1657e2bca6697821699973c554d88edc99a5cc0e570ce9fb2bb1e821096063af046a22f499b06b9eb081a_1280.png
MENTOR,teacher,teacher,https://pixabay.com/get/g3cd17f70e8423fa0393735969b4ba5e1a9369681396edeb25379713feb8086621fef2ad4cbf16cb306c6a690222a75898241445a2a280dde91d2bae284070bbe_1280.jpg,https://pixabay.com/get/gf2a544edf07688aabde9e4612e07fe76dcf2435dbcd2212d9a5e5f68db4649562076ddfd3ce6255111a040993ead619e34932ca289098afc9dee616b1d502b72_1280.png
MERCANTILE,commercial,commercial,https://pixabay.com/get/g6fbfd725f56a6785c9e7fcf1daf6a5e2da83263a48960e2659438cf608d4cfaf56f906141da5d7ba386d157dbd6b13611fa90fb42ace749c0ab12ea2fd892bc8_1280.jpg,https://pixabay.com/get/g65b8e73b17e805420cb25786317cbe4be2adf0c4f5241b199637616a166c99ee432d05e479e9a66a5450619d4f2b9fc56606cd11c21e993bd2bece7110610e28_1280.png
MERCENARY,greedy,greedy,https://images.pexels.com/photos/36591545/pexels-photo-36591545.jpeg,https://pixabay.com/get/g4d5b2a50dde550a465d49604d7965ad98cced0186faef9b294774ffdd4425d565f668bbdfec993140d18641fe425ddb2_1280.png
MERCURIAL,changeable,changeable,https://pixabay.com/get/gb00a819b5b521f8696c95f9244ee8a9734158dc5cd404e37915dbe44eb776db53669d1055ba057ab48bfb1c0da067508d63909f058cae69a371b75e5fcea6cb0_1280.jpg,https://pixabay.com/get/g104e4e8c745bbad7231644afd2131a51c691b5d572ab7d2506385cf9fbce5fbdb863e6f25ae69976be3f2f254234fe10cc7ec9e1702b6ed0c1c0a28725639df4_1280.png
MESMERIZE,to hypnotize,hypnotize,https://pixabay.com/get/g1b9d96394f407c21785a97683929bf6cffd5f0ebc85e8aa392b76bf66d9ddd37128d60eef0e5c4f68a72ececed1353b556dc992a7c09f4c1d261831bd5276351_1280.jpg,https://pixabay.com/get/g352100d06500473258ad4f357f996903e616a9dbb8511126864a53042aa22c91bd009ce2fd10fd1f633d3aa4ae6b0d6a3af12d72e590b984693115276527110d_1280.png
METICULOUS,careful,meticulous,https://images.pexels.com/photos/7448281/pexels-photo-7448281.jpeg,https://pixabay.com/get/ga955a982e51c3ed9d1bed1222b38528905c09b20a4351a30b843b6e73b7b84ecb465442951bb4597d207d7b0a3e43e9a_1280.png
MIGRATORY,moving,moving,https://pixabay.com/get/ge54f67abdec55397d1fd3d014bb701064072ac5ab29043cf7cac940f2c51b00753d34ae34b89e50c63d1c06a63973f83f6f8e0456ba87f6cb0f958a00fbbbb24_1280.jpg,https://pixabay.com/get/g7114fc499704b445a7364941538614cd793f0e1b22906e932db5eb3a8cc988f36305bc6b597e8c78f96fa09bf7268ad3361bba23655056aed7e1f54090631ece_1280.png
MINISTRATION,service,service,https://images.pexels.com/photos/11116153/pexels-photo-11116153.jpeg,https://pixabay.com/get/ge329864592898bad2e17041c80e9ef3d6862b735ef746692f7d1b547cd99e55ba607e7eb49e38f48b2953659531a4e9a86b3ad61a6f8a39a2a2a5610ba50587c_1280.png
